Real_Goal,Results,BACC,Precision,Recall
0,0/2/,0.975,0.5,1.0
1,1/6/7/8/15/,0.9,0.2,1.0
2,6/8/15/16/17/,0.375,0.0,0.0
3,1/3/12/14/,0.925,0.25,1.0
4,2/3/4/7/13/,0.9,0.2,1.0
5,3/6/7/8/9/10/11/13/14/15/,0.25,0.0,0.0
6,2/7/8/10/14/,0.375,0.0,0.0
7,1/6/7/8/11/,0.9,0.2,1.0
8,7/,0.475,0.0,0.0
9,9/,1.0,1.0,1.0
10,0/5/15/,0.425,0.0,0.0
11,6/8/11/,0.95,0.3333333333333333,1.0
12,13/,0.475,0.0,0.0
13,15/,0.475,0.0,0.0
14,14/16/,0.975,0.5,1.0
15,14/16/,0.45,0.0,0.0
16,4/16/,0.975,0.5,1.0
17,16/,0.475,0.0,0.0
18,4/,0.475,0.0,0.0
19,2/,0.475,0.0,0.0
20,1/6/7/11/,0.4,0.0,0.0
0,0/2/16/17/,0.925,0.25,1.0
1,1/6/7/8/11/,0.9,0.2,1.0
2,0/2/17/,0.95,0.3333333333333333,1.0
3,1/6/7/8/16/,0.375,0.0,0.0
4,3/13/15/,0.425,0.0,0.0
5,4/5/9/14/,0.925,0.25,1.0
6,0/,0.475,0.0,0.0
7,6/12/17/,0.425,0.0,0.0
8,1/6/8/,0.95,0.3333333333333333,1.0
9,0/1/4/7/9/10/11/14/15/16/,0.775,0.1,1.0
10,8/,0.475,0.0,0.0
11,3/6/8/9/10/11/15/,0.85,0.14285714285714285,1.0
12,1/3/6/8/,0.4,0.0,0.0
13,2/7/,0.45,0.0,0.0
14,10/15/,0.45,0.0,0.0
15,15/,1.0,1.0,1.0
16,2/3/4/7/13/,0.375,0.0,0.0
17,2/,0.475,0.0,0.0
18,1/6/7/8/16/17/,0.35,0.0,0.0
19,1/6/7/8/10/15/17/,0.325,0.0,0.0
20,2/7/8/10/14/,0.375,0.0,0.0
0,0/2/17/,0.95,0.3333333333333333,1.0
1,4/,0.475,0.0,0.0
2,3/4/7/12/13/,0.375,0.0,0.0
3,3/,1.0,1.0,1.0
4,15/,0.475,0.0,0.0
5,12/14/16/17/,0.4,0.0,0.0
6,1/6/7/8/11/,0.9,0.2,1.0
7,6/8/11/,0.425,0.0,0.0
8,7/,0.475,0.0,0.0
9,7/16/17/,0.425,0.0,0.0
10,7/15/,0.45,0.0,0.0
11,7/11/,0.975,0.5,1.0
12,13/15/,0.45,0.0,0.0
13,13/15/,0.975,0.5,1.0
14,2/13/,0.45,0.0,0.0
15,15/,1.0,1.0,1.0
16,2/3/4/7/13/,0.375,0.0,0.0
17,12/17/,0.975,0.5,1.0
18,3/,0.475,0.0,0.0
19,0/2/17/,0.425,0.0,0.0
20,2/13/,0.45,0.0,0.0
0,0/2/17/,0.95,0.3333333333333333,1.0
1,5/7/17/,0.425,0.0,0.0
2,2/,1.0,1.0,1.0
3,2/4/,0.45,0.0,0.0
4,3/,0.475,0.0,0.0
5,2/,0.475,0.0,0.0
6,1/6/7/8/11/,0.9,0.2,1.0
7,1/6/7/15/,0.925,0.25,1.0
8,1/6/7/11/,0.4,0.0,0.0
9,9/10/,0.975,0.5,1.0
10,1/2/3/5/6/7/,0.35,0.0,0.0
11,1/15/,0.45,0.0,0.0
12,5/7/14/15/,0.4,0.0,0.0
13,14/,0.475,0.0,0.0
14,14/16/,0.975,0.5,1.0
15,13/,0.475,0.0,0.0
16,4/16/,0.975,0.5,1.0
17,12/17/,0.975,0.5,1.0
18,4/,0.475,0.0,0.0
19,6/7/10/17/,0.4,0.0,0.0
20,14/,0.475,0.0,0.0
0,1/3/6/7/8/10/,0.35,0.0,0.0
1,6/8/15/,0.425,0.0,0.0
2,0/2/16/17/,0.925,0.25,1.0
3,3/,1.0,1.0,1.0
4,4/16/,0.975,0.5,1.0
5,12/16/17/,0.425,0.0,0.0
6,7/,0.475,0.0,0.0
7,1/6/7/8/16/,0.9,0.2,1.0
8,1/7/8/,0.95,0.3333333333333333,1.0
9,3/16/,0.45,0.0,0.0
10,13/15/,0.45,0.0,0.0
11,1/6/8/,0.425,0.0,0.0
12,17/,0.475,0.0,0.0
13,1/2/7/14/,0.4,0.0,0.0
14,1/6/7/15/,0.4,0.0,0.0
15,15/,1.0,1.0,1.0
16,8/9/11/,0.425,0.0,0.0
17,3/6/8/11/,0.4,0.0,0.0
18,4/,0.475,0.0,0.0
19,2/,0.475,0.0,0.0
20,6/7/8/15/17/,0.375,0.0,0.0
0,0/2/,0.975,0.5,1.0
1,1/6/7/11/,0.925,0.25,1.0
2,2/,1.0,1.0,1.0
3,1/6/7/8/16/,0.375,0.0,0.0
4,4/15/16/,0.95,0.3333333333333333,1.0
5,4/5/11/13/15/,0.9,0.2,1.0
6,1/6/7/11/,0.925,0.25,1.0
7,1/6/7/8/11/,0.9,0.2,1.0
8,1/6/7/8/11/,0.9,0.2,1.0
9,9/10/,0.975,0.5,1.0
10,14/,0.475,0.0,0.0
11,6/8/11/,0.95,0.3333333333333333,1.0
12,16/,0.475,0.0,0.0
13,2/3/5/7/14/,0.375,0.0,0.0
14,13/,0.475,0.0,0.0
15,15/,1.0,1.0,1.0
16,2/3/4/7/13/,0.375,0.0,0.0
17,12/16/17/,0.95,0.3333333333333333,1.0
18,2/4/,0.45,0.0,0.0
19,6/8/15/,0.425,0.0,0.0
20,9/,0.475,0.0,0.0
0,0/2/,0.975,0.5,1.0
1,1/2/7/8/9/10/11/14/15/,0.8,0.1111111111111111,1.0
2,1/7/10/,0.425,0.0,0.0
3,0/2/16/17/,0.4,0.0,0.0
4,4/16/,0.975,0.5,1.0
5,4/11/13/15/,0.4,0.0,0.0
6,1/6/7/11/,0.925,0.25,1.0
7,9/12/14/,0.425,0.0,0.0
8,7/,0.475,0.0,0.0
9,3/4/7/13/,0.4,0.0,0.0
10,14/,0.475,0.0,0.0
11,0/2/17/,0.425,0.0,0.0
12,12/17/,0.975,0.5,1.0
13,15/,0.475,0.0,0.0
14,14/,1.0,1.0,1.0
15,13/,0.475,0.0,0.0
16,4/16/,0.975,0.5,1.0
17,1/3/6/11/,0.4,0.0,0.0
18,4/,0.475,0.0,0.0
19,2/,0.475,0.0,0.0
20,2/5/6/12/,0.4,0.0,0.0
0,0/2/,0.975,0.5,1.0
1,1/6/7/8/11/,0.9,0.2,1.0
2,0/2/4/7/,0.925,0.25,1.0
3,3/,1.0,1.0,1.0
4,3/13/15/,0.425,0.0,0.0
5,5/6/12/17/,0.925,0.25,1.0
6,7/,0.475,0.0,0.0
7,1/6/7/8/11/,0.9,0.2,1.0
8,7/,0.475,0.0,0.0
9,13/,0.475,0.0,0.0
10,8/9/,0.45,0.0,0.0
