Real_Goal,Results,BACC,Precision,Recall
0,2/19/,0.45,0.0,0.0
1,1/6/7/8/16/,0.9,0.2,1.0
2,2/19/,0.975,0.5,1.0
3,1/6/7/8/16/,0.375,0.0,0.0
4,4/15/,0.975,0.5,1.0
5,14/,0.475,0.0,0.0
6,1/6/7/11/,0.925,0.25,1.0
7,7/,1.0,1.0,1.0
8,7/,0.475,0.0,0.0
9,13/,0.475,0.0,0.0
10,9/10/20/,0.95,0.3333333333333333,1.0
11,2/7/8/10/14/19/,0.35,0.0,0.0
12,16/,0.475,0.0,0.0
13,13/15/,0.975,0.5,1.0
14,6/,0.475,0.0,0.0
15,7/,0.475,0.0,0.0
16,16/,1.0,1.0,1.0
17,3/5/18/,0.425,0.0,0.0
18,1/6/7/8/15/,0.375,0.0,0.0
19,1/7/10/,0.425,0.0,0.0
20,10/,0.475,0.0,0.0
0,16/,0.475,0.0,0.0
1,1/6/7/8/15/,0.9,0.2,1.0
2,2/19/,0.975,0.5,1.0
3,3/18/,0.975,0.5,1.0
4,6/12/17/,0.425,0.0,0.0
5,4/5/9/14/20/,0.9,0.2,1.0
6,7/,0.475,0.0,0.0
7,1/3/5/6/8/12/14/18/,0.3,0.0,0.0
8,7/,0.475,0.0,0.0
9,8/9/20/,0.95,0.3333333333333333,1.0
10,0/,0.475,0.0,0.0
11,6/8/11/,0.95,0.3333333333333333,1.0
12,2/5/6/8/12/13/17/19/,0.825,0.125,1.0
13,0/2/7/19/,0.4,0.0,0.0
14,14/,1.0,1.0,1.0
15,15/,1.0,1.0,1.0
16,4/15/16/,0.95,0.3333333333333333,1.0
17,3/18/,0.45,0.0,0.0
18,1/6/7/8/,0.4,0.0,0.0
19,2/19/,0.975,0.5,1.0
20,6/8/11/,0.425,0.0,0.0
0,1/6/7/8/16/,0.375,0.0,0.0
1,1/7/8/,0.95,0.3333333333333333,1.0
2,2/19/,0.975,0.5,1.0
3,1/6/7/8/16/17/,0.35,0.0,0.0
4,4/15/16/,0.95,0.3333333333333333,1.0
5,0/,0.475,0.0,0.0
6,2/3/4/7/13/18/19/,0.325,0.0,0.0
7,1/6/7/15/,0.925,0.25,1.0
8,7/,0.475,0.0,0.0
9,2/3/4/7/13/18/19/,0.325,0.0,0.0
10,3/4/6/7/13/18/,0.35,0.0,0.0
11,8/,0.475,0.0,0.0
12,16/,0.475,0.0,0.0
13,7/,0.475,0.0,0.0
14,1/7/10/,0.425,0.0,0.0
15,15/,1.0,1.0,1.0
16,4/13/,0.45,0.0,0.0
17,16/,0.475,0.0,0.0
18,4/7/17/,0.425,0.0,0.0
19,2/19/,0.975,0.5,1.0
20,2/4/19/,0.425,0.0,0.0
0,0/2/19/,0.95,0.3333333333333333,1.0
1,10/,0.475,0.0,0.0
2,0/2/4/7/19/,0.9,0.2,1.0
3,1/6/7/8/15/16/17/,0.325,0.0,0.0
4,3/13/15/18/,0.4,0.0,0.0
5,2/3/4/7/13/18/19/,0.325,0.0,0.0
6,1/7/8/,0.425,0.0,0.0
7,1/7/10/,0.95,0.3333333333333333,1.0
8,1/6/7/11/,0.4,0.0,0.0
9,1/15/,0.45,0.0,0.0
10,8/11/,0.45,0.0,0.0
11,10/13/,0.45,0.0,0.0
12,12/16/17/,0.95,0.3333333333333333,1.0
13,2/7/19/,0.425,0.0,0.0
14,14/16/,0.975,0.5,1.0
15,13/,0.475,0.0,0.0
16,15/16/,0.975,0.5,1.0
17,1/3/6/8/11/18/,0.35,0.0,0.0
18,4/,0.475,0.0,0.0
19,1/6/7/8/10/15/17/,0.325,0.0,0.0
20,10/14/,0.45,0.0,0.0
0,0/2/19/,0.95,0.3333333333333333,1.0
1,0/,0.475,0.0,0.0
2,2/19/,0.975,0.5,1.0
3,4/16/,0.45,0.0,0.0
4,16/,0.475,0.0,0.0
5,4/5/11/13/15/,0.9,0.2,1.0
6,7/,0.475,0.0,0.0
7,1/,0.475,0.0,0.0
8,1/7/8/,0.95,0.3333333333333333,1.0
9,0/1/5/15/,0.4,0.0,0.0
10,10/13/,0.975,0.5,1.0
11,1/5/6/7/15/,0.375,0.0,0.0
12,6/7/16/,0.425,0.0,0.0
13,1/2/7/14/19/,0.375,0.0,0.0
14,14/,1.0,1.0,1.0
15,15/,1.0,1.0,1.0
16,15/16/,0.975,0.5,1.0
17,16/,0.475,0.0,0.0
18,1/3/5/6/8/12/18/,0.85,0.14285714285714285,1.0
19,1/6/7/15/,0.4,0.0,0.0
20,2/3/4/7/13/18/19/,0.325,0.0,0.0
0,2/4/19/,0.425,0.0,0.0
1,1/6/7/8/11/,0.9,0.2,1.0
2,1/6/7/8/16/17/,0.35,0.0,0.0
3,1/6/7/8/15/16/17/,0.325,0.0,0.0
4,4/15/,0.975,0.5,1.0
5,4/5/11/15/,0.925,0.25,1.0
6,7/,0.475,0.0,0.0
7,6/7/16/,0.95,0.3333333333333333,1.0
8,2/7/8/10/14/19/,0.875,0.16666666666666666,1.0
9,2/13/19/,0.425,0.0,0.0
10,10/,1.0,1.0,1.0
11,7/,0.475,0.0,0.0
12,12/,1.0,1.0,1.0
13,6/15/,0.45,0.0,0.0
14,14/,1.0,1.0,1.0
15,15/,1.0,1.0,1.0
16,12/17/,0.45,0.0,0.0
17,1/3/6/8/18/,0.375,0.0,0.0
18,1/6/7/8/15/,0.375,0.0,0.0
19,14/,0.475,0.0,0.0
