Real_Goal,Results,BACC,Precision,Recall
0,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
1,0/5/6/,0.25,0.0,0.0
2,3/4/6/,0.25,0.0,0.0
3,3/4/6/,0.8333333333333333,0.3333333333333333,1.0
4,2/,0.4166666666666667,0.0,0.0
5,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
6,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
0,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
1,0/5/6/,0.25,0.0,0.0
2,3/4/6/,0.25,0.0,0.0
3,3/4/6/,0.8333333333333333,0.3333333333333333,1.0
4,2/,0.4166666666666667,0.0,0.0
5,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
6,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
0,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
1,0/5/6/,0.25,0.0,0.0
2,3/4/6/,0.25,0.0,0.0
3,3/4/6/,0.8333333333333333,0.3333333333333333,1.0
4,2/,0.4166666666666667,0.0,0.0
5,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
6,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
0,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
1,0/5/6/,0.25,0.0,0.0
2,3/4/6/,0.25,0.0,0.0
3,3/4/6/,0.8333333333333333,0.3333333333333333,1.0
4,2/,0.4166666666666667,0.0,0.0
5,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
6,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
0,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
1,0/5/6/,0.25,0.0,0.0
2,3/4/6/,0.25,0.0,0.0
3,3/4/6/,0.8333333333333333,0.3333333333333333,1.0
4,2/,0.4166666666666667,0.0,0.0
5,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
6,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
0,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
1,0/5/6/,0.25,0.0,0.0
2,3/4/6/,0.25,0.0,0.0
3,3/4/6/,0.8333333333333333,0.3333333333333333,1.0
4,2/,0.4166666666666667,0.0,0.0
5,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
6,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
0,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
1,0/5/6/,0.25,0.0,0.0
2,3/4/6/,0.25,0.0,0.0
3,3/4/6/,0.8333333333333333,0.3333333333333333,1.0
4,2/,0.4166666666666667,0.0,0.0
5,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
6,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
0,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
1,0/5/6/,0.25,0.0,0.0
2,3/4/6/,0.25,0.0,0.0
3,3/4/6/,0.8333333333333333,0.3333333333333333,1.0
4,2/,0.4166666666666667,0.0,0.0
5,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
6,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
0,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
1,0/5/6/,0.25,0.0,0.0
2,3/4/6/,0.25,0.0,0.0
3,3/4/6/,0.8333333333333333,0.3333333333333333,1.0
4,2/,0.4166666666666667,0.0,0.0
5,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
6,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
0,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
1,1/6/,0.9166666666666667,0.5,1.0
2,3/4/6/,0.25,0.0,0.0
3,3/4/6/,0.8333333333333333,0.3333333333333333,1.0
4,2/,0.4166666666666667,0.0,0.0
5,0/5/6/,0.8333333333333333,0.3333333333333333,1.0
6,0/4/6/,0.8333333333333333,0.3333333333333333,1.0
